,subject,year,period,q_number,question,A,B,C,D,E,answer,cot
168,pharm,2019,2,89,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 콩과(Leguminosae) 에 속하는 생약으로부터 분리된 이 화합물은 단맛이 나고 Liebermann-Burchard 반응에서 양성을 나타냈다. 구조분석 결과 이 화합물은 oleanane 배당체로 확인되었고, 부신피질호르몬 유사작용을 나타냈다. 이 화합물은?",catalpol,curcumin,glycyrrhizin,puerarin,saikosaponin a,C,
169,pharm,2019,2,90,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 콩과(Leguminosae) 에 속하는 생약으로부터 분리된 이 화합물은 단맛이 나고 Liebermann-Burchard 반응에서 양성을 나타냈다. 구조분석 결과 이 화합물은 oleanane 배당체로 확인되었고, 부신피질호르몬 유사작용을 나타냈다. 이 화합물을 산가수분해 하면 생성되는 당은?",D- galactose,D- glucose,D- glucuronic acid,D- xylose,L- rhamnose,C,
170,pharm,2019,3,1,항고혈압제를 복용하는 48세 남자에게 최근 급성통풍발작이 있었다. 원인약물은?,로사르탄(losartan),아테놀롤(atenolol),니페디핀(nifedipine),독사조신(doxazosin),히드로클로로티아지드(hydrochlorothiazide),E,
171,pharm,2019,3,2,"고혈압, 심부전, 이상지질혈증이 있는 65세 남자가 다음과 같은 약물을 복용 중에 부정맥이 발생하였다. 원인약물은? [복용약물] 디곡신(digoxin) 0.125 mg 1일 1회 에날라프릴(enalapril) 10 mg 1일 1회 푸로세미드(furosemide) 80 mg 1일 2회 로수바스타틴/에제티미브(rosuvastatin/ezetimibe) 10/10 mg 1일 1회 비타민B 복합정 1일 1회 [임상검사 결과] Na 137 mEq/L, K 3.0 mEq/L, 디곡신 혈중농도: 0.8 ng/mL",에날라프릴,푸로세미드,에제티미브,로수바스타틴,비타민B 복합정,B,
172,pharm,2019,3,3,"안정형협심증, 당뇨병, 고혈압이 있는 56세 남자가 다음과 같은 약물을 복용하고 있다. 추가해야 할 약물은? [복용약물] 아스피린(aspirin) 라미프릴(ramipril) 메토프롤롤(metoprolol) 메트포르민(metformin) 니트로글리세린(nitroglycerin) 설하정 [임상검사 결과] 혈압 128/81 mmHg, 심박수 65회/분, 호흡수 22회/분 TC 219 mg/dL,  LDL-C 158 mg/dL,  HDL-C 39 mg/dL, ",아픽사반(apixaban),독사조신(doxazosin),에제티미브(ezetimibe),아토르바스타틴(atorvastatin),스피로노락톤(spironolactone),D,
173,pharm,2019,3,4,심근경색 치료 중 폰다파리눅스(fondaparinux) 를 투여받는 환자에서 모니터링이 필요한 검사항목은?,요산,빌리루빈,중성지방,당화혈색소,혈청 크레아티닌,E,
174,pharm,2019,3,5,"고혈압, 심부전, 중등도 승모판협착증이 있는 66세 여자가 심방세동으로 진단받았다. 뇌졸중 예방을 위한 적절한 약물은?",와파린(warfarin),아스피린(aspirin),티카그렐러(ticagrelor),리바록사반(rivaroxaban),클로피도그렐(clopidogrel),A,
175,pharm,2019,3,6,심방세동 병력이 있는 56세 여자가 다비가트란(dabigatran) 150 mg을 1일 2회 복용하고 있다. 병용투여하는 경우 다비가트란의 감량이 필요한 약물은?,페니토인(phenytoin),리팜피신(rifampicin),베라파밀(verapamil),판토프라졸(pantoprazole),카르바마제핀(carbamazepine),C,
176,pharm,2019,3,7,"67세 남자의 뇌졸중 예방을 위한 적절한 약물(요법) 은? [병력] 고혈압, 심방세동 [복용약물] 암로디핀(amlodipine) 히드로클로로티아지드(hydrochlorothiazide) [임상검사 결과] CrCl 72 mL/min, INR 1.0",아스피린(aspirin),아픽사반(apixaban),티카그렐러(ticagrelor),아가트로반(argatroban),아스피린(aspirin) ＋실로스타졸(cilostazol),B,
177,pharm,2019,3,8,"62세 남자가 이상지질혈증 치료를 위해 복용할 적절한 약물은? [병력] 고혈압, 당뇨병, 일과성허혈발작(TIA) [복용약물] 아스피린(aspirin) 100 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 메트포르민(metformin) 1,000 mg 1일 1회 [임상검사 결과] 혈압 145/90 mmHg, 공복혈당 128 mg/dL,  AST 25 IU/L, ALT 27 IU/L TC 210 mg/dL,  LDL-C 165 mg/dL,  HDL-C 35 mg/dL, ",로바스타틴(lovastatin) 20 mg,심바스타틴(simvastatin) 20 mg,플루바스타틴(fluvastatin) 20 mg,프라바스타틴(pravastatin) 20 mg,로수바스타틴(rosuvastatin) 20 mg,E,
178,pharm,2019,3,9,"60세 여자가 3개월 전부터 이상지질혈증 치료를 위해 약물을 복용하고 있다. 예전과 달리 최근에 다리에 힘이 없고 근육에 통증을 느낀다고 하였다. 약물이상반응과 관련하여 필요한 검사항목은? [복용약물] 아토르바스타틴(atorvastatin) 40 mg 1일 1회 [임상검사 결과] TC 205 mg/dL,  LDL-C 135 mg/dL, SCr 2.0 mg/dL, ",혈당,혈압,요산,헤모글로빈,크레아틴키나아제,E,
179,pharm,2019,3,10,47세 남자가 이틀 전부터 오른쪽 다리가 붓고 열감과 통증이 있다. 정맥혈전증으로 진단되어 치료하기 위해 헤파린을 주사하는 초기에 병용투여하는 약물은?,와파린(warfarin),프로타민(protamine),티카그렐러(ticagrelor),프라수그렐(prasugrel),폰다파리눅스(fondaparinux),A,
180,pharm,2019,3,11,"64세 남자가 와파린(warfarin) 을 4 mg 1일 1회 로 한 달 동안 복용하고 있다. 국제표준화비율(INR) 이 5.5이고 출혈 증상은 없는 경우, INR을 재확인하기 전 와파린 약물요법에 대한 적절한 방안은?",용량 감소,용량 유지,용량 유지 후 비타민K 정맥투여,복용 중단 후 비타민K 경구투여,복용 중단 후 신선냉동혈장 투여,D,
181,pharm,2019,3,12,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 71세 여자가 오전 10시경 갑자기 말이 어눌해지고, 왼쪽 팔다리에 힘이 빠지며 어지러워, 딸과 함께 오전 11시경 병원에 왔다. [병력] 고혈압, 당뇨병 [복용약물] 리나글립틴(linagliptin) 5 mg 1일 1회 메트포르민(metformin) 1,000 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 히드로클로로티아지드(hydrochlorothiazide) 12.5 mg 1일 1회 [복약 이행도] 평소 약을 잘 복용하였으나, 최근에 여행으로 3일간 약을 복용하지 못함 [활력징후(내원 시) ]혈압 198/113 mmHg, 심박수 98회/분 [뇌단층촬영] 뇌출혈 없음 [심전도] 정상동리듬(normal sinus rhythm) [식도경유심초음파] 이상소견 없음 허혈성뇌졸중으로 진단되어 혈전용해제 투여를 위해 혈압을 조절할 때, 적절한 약은?",독사조신(doxazosin) 경구제,암로디핀(amlodipine) 경구제,카르베딜롤(carvedilol) 경구제,라베탈롤(labetalol) 주사제,니트로프루시드(nitroprusside) 주사제,D,
182,pharm,2019,3,13,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 71세 여자가 오전 10시경 갑자기 말이 어눌해지고, 왼쪽 팔다리에 힘이 빠지며 어지러워, 딸과 함께 오전 11시경 병원에 왔다. [병력] 고혈압, 당뇨병 [복용약물] 리나글립틴(linagliptin) 5 mg 1일 1회 메트포르민(metformin) 1,000 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 히드로클로로티아지드(hydrochlorothiazide) 12.5 mg 1일 1회 [복약 이행도] 평소 약을 잘 복용하였으나, 최근에 여행으로 3일간 약을 복용하지 못함 [활력징후(내원 시) ]혈압 198/113 mmHg, 심박수 98회/분 [뇌단층촬영] 뇌출혈 없음 [심전도] 정상동리듬(normal sinus rhythm) [식도경유심초음파] 이상소견 없음 허혈성뇌졸중 재발을 방지하기 위해 적절한 약물은?",헤파린(heparin),와파린(warfarin),에독사반(edoxaban),압식시맙(abciximab),클로피도그렐(clopidogrel),E,
183,pharm,2019,3,14,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 67세 남자가 흉통, 오심, 호흡곤란이 발생하여 응급실로 이송되었다. 심전도, 심근효소검사 후 ST분절상승 심근경색으로 진단되어 경피경관관상동맥성형술(PTCA 또는 PCI) 이 계획되었다. [병력] 이상지질혈증 [복용약물] 프라바스타틴(pravastatin) 40 mg 1일 1회 [활력징후(내원 시) ] 혈압 157/102 mmHg, 심박수 88회/분, 호흡수 22회/분 [임상검사 결과] Na 136 mEq/L, K 4.2 mEq/L, Cl 106 mEq/L, CO2 20 mEq/L  BUN 16 mg/dL,  SCr 1.1 mg/dL,  Mg 2.4 mg/dL,  Ca 8.7 mg/dL,  WBC 5,800/mm^3, Hgb 13.6 g/dL, Hct 46.0%, PLT 200,000/mm^3 TC 196 mg/dL,  LDL-C 133 mg/dL,  TG 130 mg/dL,  [심전도] ST분절상승 [심장초음파] 심장박출률(EF) 52% 이 환자에게 경피경관관상동맥성형술 중에 투여할 약물은?",와파린(warfarin),압식시맙(abciximab),알테플라제(alteplase),다비가트란(dabigatran),리바록사반(rivaroxaban),B,
184,pharm,2019,3,15,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 67세 남자가 흉통, 오심, 호흡곤란이 발생하여 응급실로 이송되었다. 심전도, 심근효소검사 후 ST분절상승 심근경색으로 진단되어 경피경관관상동맥성형술(PTCA 또는 PCI) 이 계획되었다. [병력] 이상지질혈증 [복용약물] 프라바스타틴(pravastatin) 40 mg 1일 1회 [활력징후(내원 시) ] 혈압 157/102 mmHg, 심박수 88회/분, 호흡수 22회/분 [임상검사 결과] Na 136 mEq/L, K 4.2 mEq/L, Cl 106 mEq/L, CO2 20 mEq/L  BUN 16 mg/dL,  SCr 1.1 mg/dL,  Mg 2.4 mg/dL,  Ca 8.7 mg/dL,  WBC 5,800/mm^3, Hgb 13.6 g/dL, Hct 46.0%, PLT 200,000/mm^3 TC 196 mg/dL,  LDL-C 133 mg/dL,  TG 130 mg/dL,  [심전도] ST분절상승 [심장초음파] 심장박출률(EF) 52% 6개월 후 추적검사에서 심장박출률은 정상이었으나, 좌심실비대가 확인되었다. 현재 복용하는 약물은 아스피린(aspirin), 클로피도그렐(clopidogrel), 카르베딜롤(carvedilol), 프라바스타틴이다. 추가할 약물은?",디곡신(digoxin),라미프릴(ramipril),암로디핀(amlodipine),이바브라딘(ivabradine),히드랄라진(hydralazine),B,
185,pharm,2019,3,16,천식으로 고용량의 플루티카손/살메테롤(fluticasone/salmeterol) 을 사용하는 14세 여자에게 오말리주맙(omalizumab) 이 추가되었다. 용량 검토 시 확인이 필요한 검사항목은?,혈액요소질소,혈청 마그네슘,혈청 빌리루빈,알라닌아미노전이효소,총혈청 면역글로불린E,E,
186,pharm,2019,3,17,"천식으로 진단받은 15세 여자에게 흡입용 스테로이드제 치료가 계획되었다. 평소 학교와 학원 일정으로 시간이 없어 흡입기 사용 후 구강 세척을 하기 어렵다고 할 때, 적절한 약물은?",모메타손(mometasone),플루티카손(fluticasone),부데소니드(budesonide),시클레소니드(ciclesonide),이프라트로퓸(ipratropium),D,
187,pharm,2019,3,18,"71세 여자가 만성폐쇄폐질환으로 살부타몰(salbutamol) 을 사용하고 있다. 지난 1년 동안 급성악화는 없었으나, 최근 검사에서 mMRC 호흡곤란점수는 2점, 1초간노력성호기량(FEV1) 은 70% 이었다. 적절한 추가약물(요법) 은?",부데소니드(budesonide),티오트로퓸(tiotropium),플루티카손/살메테롤(fluticasone/salmeterol),베클로메타손/포르모테롤(beclomethasone/formoterol),티오트로퓸＋플루티카손/살메테롤,B,
188,pharm,2019,3,19,"20년 동안 담배를 매일 한 갑씩 피운 66세 남자가 만성폐쇄폐질환의 증상이 잘 조절되던 중 호흡기감염으로 입원하였다. 입원기간에 투여할 약물은 살부타몰(salbutamol), 이프라트로퓸(ipratropium), 프레드니솔론(prednisolone), 세푸록심(cefuroxime), 인다카테롤(indacaterol), 테오필린(theophylline) 이다. 입원 중 담배를 못 피우므로 용량조절이 필요한 약물은?",살부타몰,세푸록심,테오필린,이프라트로퓸,프레드니솔론,C,
189,pharm,2019,3,20,28세 남자가 로라타딘(loratadine) 을 복용해도 지속성 경증의 알레르기비염 증상이 조절되지 않는다. 적절한 추가약은?,아클리디늄(aclidinium) 흡입제,포르모테롤(formoterol) 흡입제,플루티카손(fluticasone) 비강분무제,케토티펜(ketotifen) 경구제,프레드니솔론(prednisolone) 경구제,C,
190,pharm,2019,3,21,"소화성궤양을 가진 남자가 클래리트로마이신(clarithromycin) 내성이 있는 Helicobacter pylori 에 감염된 경우, 란소프라졸(lansoprazole) 과 함께 사용할 수 있는 1차 약물요법은?",세푸록심(cefuroxime) ＋리파부틴(rifabutin),아목시실린(amoxicillin) ＋비스무트(bismuth),세푸록심(cefuroxime) ＋메트로니다졸(metronidazole),비스무트＋메트로니다졸＋테트라사이클린(tetracycline),아지트로마이신(azithromycin) ＋메트로니다졸＋겐타마이신(gentamicin),D,
191,pharm,2019,3,22,"37세 남자가 최근 속쓰림과 위액 역류 증상이 있을 때, 제산제를 복용하면 증상이 일시적으로 개선된다. 내시경검사 결과 미란성 식도염이 있을 때 적절한 치료약물은?",바클로펜(baclofen),파모티딘(famotidine),모사프리드(mosapride),라베프라졸(rabeprazole),수크랄페이트(sucralfate),D,
192,pharm,2019,3,23,"간경화증이 있는 65세 여자가 최근 집중력이 저하되고, 지남력 상실 증상이 나타났다. 증상 완화를 위한 적절한 약물은?",락툴로오스(lactulose),알프라졸람(alprazolam),푸로세미드(furosemide),프로프라놀롤(propranolol),스피로노락톤(spironolactone),A,
193,pharm,2019,3,24,"과민성대장증후군이 있는 33세 여자가 최근 직장승진시험 이후 통증을 동반한 묽은 변(1일 3회 이상) 을 보고, 잔변감이 있어 식이요법을 하였으나, 복부팽만, 변실금으로 일상활동에 제한을 받고 있다. 적절한 치료약물은?",락티톨(lactitol),비사코딜(bisacodyl),설트랄린(sertraline),락툴로오스(lactulose),라모세트론(ramosetron),E,
194,pharm,2019,3,25,"49세 남자의 복용약물과 임상검사 결과가 다음과 같을 때 적절한 약물은? [병력] 비대상성 간경화증, 만성 B형간염 [복용약물] 푸로세미드(furosemide) 40 mg 1일 2회 스피로노락톤(spironolactone) 200 mg 1일 1회 프로프라놀롤(propranolol) 20 mg 1일 2회 락툴로오스(lactulose) 무른 변이 1일 2～3회 초과하지 않도록 용량 조절 [임상검사 결과] HBsAg 양성, HBeAg 양성, anti-HBe 음성,HBV DNA 25,000 IU/mL AST 146 IU/L, ALT 170 IU/L ",아데포비어(adefovir),라미부딘(lamivudine),엔테카비르(entecavir),소포스부비르(sofosbuvir),다클라타스비르(daclatasvir),C,
195,pharm,2019,3,26,설파제 알레르기가 있는 38세 여자가 복통과 잦은 혈변(4회/일 ) 을 보여 검사한 결과 직장 부위에 국한된 경증 궤양성대장염이 확인되었다. 적절한 치료약은?,비사코딜(bisacodyl) 좌제,메살라민(mesalamine) 좌제,인플릭시맵(infliximab) 주사제,설파살라진(sulfasalazine) 경구제,6- 메르캅토푸린(6- mercaptopurine) 경구제,B,
196,pharm,2019,3,27,"활동기 크론병을 앓는 38세 여자가 프레드니솔론(prednisolone) 60 mg 경구 치료에도 적절한 관해를 보이지 않았다. 인플릭시맵(infliximab) 으로 변경하는 경우, 치료 시작 전 확인이 필요한 것은?",조증 병력,위염 병력,결핵감염 여부,경구피임제 복용력,폴산(folic acid) 복용력,C,
197,pharm,2019,3,28,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 2개월 전 교통사고로 수혈을 받은 적이 있는 44세 남자가 평소보다 피로감을 더 느껴 병원에서 임상검사를 받았고, 그 결과는 다음과 같다. [임상검사 결과] Anti-HCV 양성, HCV RNA 1,000,000 IU/mL, HCV 유전자형 2형 AST 470 IU/L, ALT 559 IU/L  이 환자의 C형 간염을 치료하기 위해 사용되는 1차 약물요법은?",엔테카비르(entecavir) ＋리바비린(ribavirin),인터페론알파(interferon alpha) ＋라미부딘(lamivudine),인터페론알파＋아데포비어(adefovir),다클라타스비르(daclatasvir) ＋소포스부비르(sofosbuvir),페그인터페론(pegylated interferon) ＋테노포비르(tenofovir),D,
198,pharm,2019,3,29,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 2개월 전 교통사고로 수혈을 받은 적이 있는 44세 남자가 평소보다 피로감을 더 느껴 병원에서 임상검사를 받았고, 그 결과는 다음과 같다. [임상검사 결과] Anti-HCV 양성, HCV RNA 1,000,000 IU/mL, HCV 유전자형 2형 AST 470 IU/L, ALT 559 IU/L  지속적바이러스반응(SVR) 을 확인하기 위해 모니터링할 검사항목은?",IgG anti- HCV,IgM anti- HCV,HCV RNA,HCV 유전자형,HCV 내성관련 변이,C,
199,pharm,2019,3,30,"62세 남자가 제2형 당뇨병과 만성신장병으로 치료받고 있다. 검사 결과는 다음과 같으며, 특이한 증상은 없다. 칼륨의 배설을 촉진시키기 위해 사용할 수 있는 적절한 약물은? [임상검사 결과] Na 142 mEq/L, K 5.7 mEq/L, Cl 105 mEq/L  BUN 63 mg/dL,  SCr 2.9 mg/dL, 동맥혈가스분석: pH 7.4, PaCO2 40 mmHg, HCO3- 24 mEq/L  심전도: 이상소견 없음",사이클로스포린(cyclosporine),스피로노락톤(spironolactone),글루콘산칼슘(calcium gluconate),탄산수소나트륨(sodium bicarbonate),폴리스티렌설폰산칼슘(calcium polystyrene sulfonate),E,
200,pharm,2019,3,31,"54세 여자가 만성신장병, 고혈압, 이상지질혈증으로 에날라프릴(enalapril), 암로디핀(amlodipine), 아토르바스타틴(atorvastatin), 세벨라머(sevelamer), 에포에틴알파(epoetin alfa) 를 사용하고 있다. 약물의 효과를 최대화하기 위해 식사와 함께 투여해야 하는 약물은?",에날라프릴,암로디핀,아토르바스타틴,세벨라머,에포에틴알파,D,
201,pharm,2019,3,32,"68세 여자(키 160 cm, 체중 45 kg) 가 시스플라틴(cisplatin) 이 포함된 항암화학요법을 받을 예정이다. 급성신손상을 예방하기 위해 필요한 것은?",메스나(mesna),아미카신(amikacin),암로디핀(amlodipine),생리식염수(0.9% sodium chloride),N- 아세틸시스테인(N- acetylcysteine),D,
202,pharm,2019,3,33,"고혈압, 당뇨병, 소화성궤양이 있는 63세 남자에게 만성신장병으로 인한 빈혈을 치료하기 위해 에포에틴알파(epoetin alfa) 를 투여할 예정이다. 이 환자에서 헤모글로빈 수치를 12 g/dL, 이상으로 유지할 경우 사망률 증가와 관련 있는 질환은?",관절질환,위장질환,내분비질환,비뇨기질환,심혈관질환,E,
203,pharm,2019,3,34,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 60세 여자가 건강검진 결과 제2형 당뇨병과 만성신장병으로 진단되었고, 검사 결과는 다음과 같다. [임상검사 결과] BUN 45 mg/dL,  SCr 2.5 mg/dL,  eGFR 28 mL/min/1.73 m^2 소변검사: 요단백 양성 이 환자에서 메트포르민(metformin) 사용이 금기인 이유와 관련한 산-염기 장애는?",호흡성 산증,호흡성 알칼리증,대사성 알칼리증,음이온차이(anion gap) 가 정상인 대사성 산증,음이온차이가 증가한 대사성 산증,E,
204,pharm,2019,3,35,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 60세 여자가 건강검진 결과 제2형 당뇨병과 만성신장병으로 진단되었고, 검사 결과는 다음과 같다. [임상검사 결과] BUN 45 mg/dL,  SCr 2.5 mg/dL,  eGFR 28 mL/min/1.73 m^2 소변검사: 요단백 양성 환자는 로사르탄(losartan) 을 복용할 예정이다. 혈중 농도를 모니터링해야 하는 항목은?",아연,칼륨,레티놀,알부민,갑상샘글로불린,B,
205,pharm,2019,3,36,"53세 여자가 소변이 자주 마렵고, 배뇨 시 통증이 있으며, 잔뇨감이 있어서 검사한 결과 요로감염으로 진단되었을 때, 원인이 될 수 있는 약물은? [병력] 제2형 당뇨병, 이상지질혈증, 고혈압 [복용약물] 메트포르민(metformin) 1,000 mg 1일 2회 다파글리플로진(dapagliflozin) 10 mg 1일 1회 로수바스타틴(rosuvastatin) 10 mg 1일 1회 라미프릴(ramipril) 10 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 ",메트포르민,다파글리플로진,로수바스타틴,라미프릴,암로디핀,B,
206,pharm,2019,3,37,"제1형 당뇨병으로 인슐린을 투여받는 48세 남자가 의식 저하 상태이며 혈당검사 결과가 45 mg/dL, 일 때, 적절한 약물은?",아테놀롤(atenolol),글루카곤(glucagon),살부타몰(salbutamol),글리피지드(glipizide),에피네프린(epinephrine),B,
207,pharm,2019,3,38,"78세 여자가 갑상선저하증 치료를 위해 레보티록신(levothyroxine) 을 처방받았다. 용량을 검토할 때 확인이 필요한 병력은? [병력] 빈혈, 천식, 녹내장, 협심증, 골관절염",빈혈,천식,녹내장,협심증,골관절염,D,
208,pharm,2019,3,39,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 제2형 당뇨병이 있는 55세 여자가 식이요법과 운동요법을 하고 있다. 체중 73 kg, 키 158 cm, BMI 29 kg/m2 [병력] 제2형 당뇨병, 고혈압, 이상지질혈증 [활력징후] 혈압 136/80mmHg, 심박수 86회/분, 호흡수 24회/분 [임상검사 결과] 당화혈색소 7.9%, 공복혈당 155mg/dL,  식후 2시간 혈당 185mg/dL,  TC 210 mg/dL,  LDL-C 125 mg/dL,  TG 160 mg/dL,  SCr 1.2 mg/dL,  [복용약물] 메트포르민(metformin) 1,000 mg 1일 2회 글리피지드(glipizide) 5 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 리시노프릴(lisinopril) 10 mg 1일 1회 아토르바스타틴(atorvastatin) 20 mg 1일 1회 아스피린(aspirin) 100 mg 1일 1회 환자의 체중조절을 위해 글리피지드를 대체할 약물로 적절한 것은?",리라글루티드(liraglutide),글리메피리드(glimepiride),레파글리니드(repaglinide),피오글리타존(pioglitazone),인슐린 리스프로(insulin lispro),A,
209,pharm,2019,3,40,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 제2형 당뇨병이 있는 55세 여자가 식이요법과 운동요법을 하고 있다. 체중 73 kg, 키 158 cm, BMI 29 kg/m2 [병력] 제2형 당뇨병, 고혈압, 이상지질혈증 [활력징후] 혈압 136/80mmHg, 심박수 86회/분, 호흡수 24회/분 [임상검사 결과] 당화혈색소 7.9%, 공복혈당 155mg/dL,  식후 2시간 혈당 185mg/dL,  TC 210 mg/dL,  LDL-C 125 mg/dL,  TG 160 mg/dL,  SCr 1.2 mg/dL,  [복용약물] 메트포르민(metformin) 1,000 mg 1일 2회 글리피지드(glipizide) 5 mg 1일 1회 암로디핀(amlodipine) 10 mg 1일 1회 리시노프릴(lisinopril) 10 mg 1일 1회 아토르바스타틴(atorvastatin) 20 mg 1일 1회 아스피린(aspirin) 100 mg 1일 1회 환자의 비타민B12 수치에 영향을 줄 수 있는 약물은?",메트포르민,글리피지드,암로디핀,리시노프릴,아토르바스타틴,A,
210,pharm,2019,3,41,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 33세 여자가 3개월 전부터 심장이 빨리 뛰는 것 같고, 이유 없이 가슴이 두근거리면서 불안감이 들고, 더위를 참기 힘들다고 한다. [혈액검사 결과] 유리 T4 12 ng/dL (참고치 0.8～1.5 ng/dL,) TSH <0.01 μIU/mL (참고치 0.2～4.8 μIU/mL) AST 35 IU/L, ALT 32 IU/L  환자의 갑상선질환 치료에 적절한 약물은?",메티마졸(methimazole),리오티로닌(liothyronine),레보티록신(levothyroxine),요오드화칼륨(potassium iodide),방사성 요오드(radioactive iodine),A,
211,pharm,2019,3,42,"다음 사례를 읽고 각 문제에 적합한 답을 고르시오. 33세 여자가 3개월 전부터 심장이 빨리 뛰는 것 같고, 이유 없이 가슴이 두근거리면서 불안감이 들고, 더위를 참기 힘들다고 한다. [혈액검사 결과] 유리 T4 12 ng/dL (참고치 0.8～1.5 ng/dL,) TSH <0.01 μIU/mL (참고치 0.2～4.8 μIU/mL) AST 35 IU/L, ALT 32 IU/L  환자의 증상을 신속하게 완화하기 위한 약물은?",아스피린(aspirin),아카르보스(acarbose),아미오다론(amiodarone),프로프라놀롤(propranolol),아세트아미노펜(acetaminophen),D,
212,pharm,2019,3,43,62세 남자의 Pseudomonas aeruginosa로 인한 폐렴을 치료하기 위해 세페핌(cefepime) 을 투여하고 있다. 동일 용량으로 정맥 내 점적주입 시간을 30분에서 3시간으로 연장한다면 예상되는 효과는?,간독성 부작용 감소,신독성 부작용 감소,아나필락시스 부작용 감소,농도 의존적 살균작용 증가,시간 의존적 살균작용 증가,E,
213,pharm,2019,3,44,2일 전부터 귀를 잡아당기고 칭얼거리는 증상이 나타난 18개월 남아가 급성중이염으로 진단받았다. 환아는 3주 전에도 동일한 증상으로 아목시실린(amoxicillin) 치료를 받고 회복된 적이 있다. 적절한 치료약물은? [임상검사 결과] 체온 38.7℃이경검사(otoscopy) : 고막부종,세팔렉신(cefalexin),겐타마이신(gentamicin),반코마이신(vancomycin),목시플록사신(moxifloxacin),아목시실린/클라불란산(amoxicillin/clavulanate),E,
214,pharm,2019,3,45,"7일 전 교통사고로 입원한 67세 남자에게 병원획득성 폐렴이 발생하였을 때, 적절한 경험적 항생제(요법) 는? [병력] 당뇨병, 뇌수막염(한 달 전 입원하여 항생제 정맥주사 치료 후 퇴원함) [임상검사 결과] 체온 39℃, WBC 23,000/mm^3 흉부 방사선 촬영 검사: 폐침윤",암피실린/설박탐(ampicillin/sulbactam),세포탁심(cefotaxime) ＋반코마이신(vancomycin),세프트리악손(ceftriaxone) ＋리네졸리드(linezolid),에르타페넴(ertapenem) ＋목시플록사신(moxifloxacin) ＋반코마이신,피페라실린/타조박탐(piperacillin/tazobactam) ＋토브라마이신(tobramycin) ＋리네졸리드,E,
215,pharm,2019,3,46,"호흡곤란, 화농성 가래, 기침 증상이 나타나 일반병동에 입원한 73세 여자가 지역사회획득성 폐렴으로 진단받았다. 적절한 경험적 항생제(요법) 는? [활력징후] 체온 38.8℃, 혈압 118/72 mmHg, 심박수 78회/분,호흡수 32회/분",세프타지딤(ceftazidime),클린다마이신(clindamycin),시프로플록사신(ciprofloxacin),세프트리악손(ceftriaxone) ＋아지트로마이신(azithromycin),피페라실린/타조박탐(piperacillin/tazobactam) ＋리네졸리드(linezolid),D,
216,pharm,2019,3,47,후천성면역결핍증(AIDS) 치료를 받고 있는 42세 남자의 잠복결핵 치료에 적절한 약물은?,에탐부톨(ethambutol),이소니아지드(isoniazid),레보플록사신(levofloxacin),피라진아미드(pyrazinamide),스트렙토마이신(streptomycin),B,
217,pharm,2019,3,48,"추락사고로 신경외과 수술을 받은 후, 발열(38.8℃) 과 심한 두통, 목이 경직되는 증상이 나타난 53세 환자의 뇌수막염 치료에 정맥으로 주사하는 적절한 경험적 항생제(요법) 는? [뇌척수액 검사 결과] WBC 1,000/mm^3, glucose 44 mg/dL,  protein 220 mg/dL,  [뇌척수액 배양 검사] 검사 중",설파메톡사졸/트리메토프림(sulfamethoxazole/trimethoprim),반코마이신(vancomycin) ＋세파졸린(cefazolin),반코마이신＋세페핌(cefepime),암피실린(ampicillin) ＋메트로니다졸(metronidazole),암피실린＋세푸록심(cefuroxime),C,
218,pharm,2019,3,49,"당뇨병이 있는 63세 남자에서 경미한 구강인두칸디다증이 처음 발생하였다. 평소 혈당이 잘 조절되지 않았다. 오늘 측정한 혈압, 체온 등 임상검사와 혈액검사 결과는 정상이다. 적절한 1차 치료약은?",테르비나핀(terbinafine) 경구제,플루코나졸(fluconazole) 경구제,보리코나졸(voriconazole) 주사제,카스포펀진(caspofungin) 주사제,암포테리신B(amphotericin B) 주사제,B,
