,subject,year,period,q_number,question,A,B,C,D,E,answer,cot
327,doctor,2013,1,19,45세 남자가 식후 발생하는 가슴통증으로 왔다. 3년 전부터 증상이 시작되었으며 과식을 하거나누운 자세에서 심해졌다고 하였다. 음식이나 물을 삼키는데는 이상이 없었다. 지속적인 약물 치료를받았으나 증상은 호전되지 않았다. 치료는?,위밴드술(gastric banding),날문근육절개술(pyloromyotomy),식도근절개술(esophagomyotomy),내시경 풍선확장술(balloon dilatation),니센 위바닥주름술(Nissen fundoplication),E,
328,doctor,2013,1,20,"20세 남자가 보행 중 교통사고를 당하여 응급실에 실려 왔다. 의식은 혼미하였으며 혈압 80/50mmHg, 맥박 120회/분, 호흡 26회/min, 체온 36℃였다. 복부는 팽만되어 있었고, 복부에 찰과상이관찰되었다. 목정맥 확장은 없었고, 팔다리의 움직임은 정상이었다. 진단은?",패혈쇼크(septic shock),신경성쇼크(neurogenic shock),심장성쇼크(cardiogenic shock),저혈량쇼크(hypovolemic shock),아나필락시스쇼크(anaphylactic shock),D,
329,doctor,2013,1,23,"15세 남아가 2일 전부터 오른쪽 귀밑과 턱주위가 붓고 아파서 병원에 왔다. 3일 전에 발열, 구토와두통이 있었다. 체온은 37℃였고, 피부에 발진은 없었다. 혈액검사 결과는 다음과 같았다. 진단은?혈색소 12.5 g/dL, 백혈구 5,100/mm^3,혈소판 253,000/mm^3,C-반응단백질 5.2 mg/L (참고치, 0.4∼7.9), 아밀라아제 500 U/L (참고치, 30~100) ",풍진,홍역,볼거리,가와사키병,목 고름림프절염,C,
330,doctor,2013,1,24,"10세 남아가 걸을 수 없어서 병원에 왔다. 7일 전에 콧물과 기침이 있었다. 3일 전부터 양쪽다리에 힘이 없었고 1일 전부터 걷지를 못하게 되었다. 혈압 100/72 mmHg, 맥박 88회/분, 호흡24회/분이었다. 의식은 명료하였고, 다리 감각은 정상이었다. 깊은힘줄반사는 없었다. 뇌척수액검사결과는 다음과 같았다. 병터 부위는?백혈구 4/mm^3, 적혈구 0/mm^3, 단백질 120 mg/dL (참고치, 20~45), 포도당 70 mg/dL",근육,말초신경,신경근이음부,척수앞뿔운동신경세포,피라미드로(pyramidal tract),B,
331,doctor,2013,1,25,"6세 남아가 목에 덩이가 만져져서 병원에 왔다. 체온은 36.5℃였다. 림프절이 왼쪽 목에 0.5 × 0.8 cm크기로 2개, 오른쪽 목에 0.7 x 0.8 cm 크기로 1개 만져졌고 고정되어 있지 않았다. 표면에 홍반이나국소발열, 압통은 없었고 간지라비대는 없었다. 조치는?",관찰,절제술,골수검사,가는바늘흡인생검,목컴퓨터단층촬영,A,
332,doctor,2013,1,26,"임신 35주인 38세 미분만부가 경련이 있어 병원에 왔다. 혈압 180/120 mmHg, 맥박 110회/분,호흡 30회/분, 체온 36.5℃였다. 검사 결과는 다음과 같았다. 처치는?혈액: 혈색소 12.5 g/dL, 백혈구 8,500/mm^3, 혈소판 110,000/mm^3 아스파르테이트아미노전달효소 30 U/L, 알라닌아미노전달효소 35 U/L 소변: 단백질 (3+), 포도당 (+) ",만니톨(mannitol),푸로세미드(furosemide),덱사메타손(dexamethasone),글루콘산칼슘(calcium gluconate),황산마그네슘(magnesium sulfate),E,
333,doctor,2013,1,27,"35세 여자가 아랫배 통증과 어지럼증으로 병원에 왔다. 증상은 1일 전 성관계 후 갑자기시작되었다고하였다.월경은규칙적이었고,마지막월경시작일은3주전이었다.혈압80/60 mmHg, 맥박 120회/분, 체온 37.4℃였다. 아랫배 압통과 반동압통이 있었다. 초음파 검사에서왼쪽 자궁부속기에 직경 4 cm 크기의 불규칙한 음영을 가진 낭종이 있었으며 골반에 다량의액체저류(fluid collection) 가 관찰되었다. 직장자궁오목천자술(culdocentesis) 에서 응고되지 않는신선혈(fresh blood) 이 흡인되었다. 검사결과는 다음과 같았다. 진단은?혈액: 혈색소 8.6 g/dL,백혈구 9,500/mm^3,혈소판 240,000/mm^3 소변: 임신반응검사 음성",불완전유산,급성골반염,급성충수염,난소낭종파열,난소낭종염전,D,
334,doctor,2013,1,28,"53세 여자가 1개월 동안 간헐적인 질출혈이 있어 병원에 왔다. 3년 전 폐경이 되었다고 하였다.1년 전 유방암으로 치료를 받았고, 현재 타목시펜을 복용하고 있었다. 골반초음파 검사에서자궁내막의 두께는 13 mm이며, 자궁부속기에 덩이는 관찰되지 않았다. 적합한 처치는?",경과관찰,에스트로겐 투여,프로게스테론 투여,자궁내막생검,복강경검사,D,
335,doctor,2013,1,29,"산과력 2-0-4-2인 38세 여자가 6개월 전부터 월경량이 줄고 기간도 하루 정도로 감소하여 병원에왔다. 월경 제 3일째 혈청 난포자극호르몬치는 정상범위였으며, 초음파검사로 배란기 및 분비기에측정한 자궁내막의 두께는 4~5 mm였다. 다음 검사는?",복강경검사,자궁내막생검,자궁목조직생검,자궁자궁관조영술,자궁목안긁어냄술,D,
336,doctor,2013,1,30,"27세 여자가 2주 전부터 욕지기와 구토가 있어 병원에 왔다. 월경은 28일로 규칙적이었고 마지막월경 시작일은 8주 전이었다. 구토는 하루에 수 차례 있었고, 음식냄새를 맡으면 심해졌다. 최근2주간 1 kg의 체중 감소가 있었다. 우선 시행할 검사는?",심전도,위내시경,소변임신반응,복부단순X선촬영,뇌컴퓨터단층촬영,C,
337,doctor,2013,1,31,다음 면담에 해당하는 정신상태검사 항목은?의사: ‘아니 땐 굴뚝에 연기날까’가 무슨 뜻일까요?환자: 저... 굴뚝에는 연기가 안 날 수 있다는 뜻이지요.의사: 그러면 고양이와 개의 공통점은 뭔가요?환자: 고양이와 개는... 네 발이 있어요.,상식,판단,언어이해력,주의집중력,추상적사고,E,
338,doctor,2013,1,32,70세 남자가 수술 부위가 부어서 병원에 왔다. 3일 전 오른쪽 샅굴탈장으로 탈장교정술을 받았다고하였다. 수술 부위의 열감은 없었으나 멍이 음낭까지 있었으며 압통과 부종이 있었다. 진단은?,감염(infection),혈종(hematoma),장액종(seroma),림프낭종(lymphocele),덩굴정맥류(varicocele),B,
339,doctor,2013,1,33,"임신 30주인 32세 미분만부가 조기양막파수로 입원 중에 발열, 아랫배 통증이 발생하였다. 혈압110/80 mmHg, 맥박 110회/분, 체온 38.5℃였다. 태아심박동은 180회/분이었다. 복부 및 골반진찰에서아랫배 압통이 있었고 반동압통은 없었으며, 악취가 나는 점액고름 질분비물이 보였다. 검사결과는다음과 같았다. 진단은?혈액: 혈색소 10.2 g/dL, 백혈구 23,000/mm^3, 혈소판 200,000/mm^3 C-반응단백질 12.5 mg/L (참고치, <10) 소변: 백혈구 0-1/고배율시야, 적혈구 0-1/고배율시야",방광염,충수염,융모양막염,깔때기콩팥염,질칸디다증,C,
340,doctor,2013,1,34,"48세 남자가 피로하다고 하여 병원에 왔다. 20년 전에 수혈을 받은 후 간기능의 이상이 있었으나치료 후 좋아졌다는 말을 들은 뒤로는 검사를 받은 적이 없다고 하였다. 혈압은 130/85 mmHg,맥박 88회/분, 호흡 14회/분, 체온 37.0℃였다. 복부에 압통은 없었으나 오른쪽 갈비뼈 아래에서 간이2 cm 만져졌다. 혈액검사 결과는 다음과 같았다. 다음 검사는?혈색소 11.5 g/dL, 백혈구 4,000/mm^3, 혈소판 100,000/mm^3 알부민 3.0 g/dL, 총빌리루빈 1.6 mg/dL, 아스파르테이트아미노전달효소 75 U/L, 알라닌아미노전달효소 82 U/L,알칼리인산분해효소 160 U/L, 감마글루타밀펩티드분해효소 140 U/L,젖산탈수소효소 235 U/L (참고치, 115~221),HBsAg(-), anti-HBs(+), IgG anti-HBc(+), IgG anti-HAV(+), anti-HCV(+) ",IgM anti- HAV,IgM anti- HBc,HBeAg,HBV- DNA,HCV- RNA,E,
341,doctor,2013,1,35,"15세 여아가 초경이 없어서 병원에 왔다. 유방은 만져지지 않았다. 외반주(cubitus valgus) 와 목에덧살이 관찰되었다. 수축기 심잡음이 양쪽 어깨뼈 사이에서 들렸다. 키는 140 cm (3백분위수 미만),체중 43 kg (10백분위수) 였다. 혈액검사 결과는 다음과 같았다. 염색체 핵형은?황체형성호르몬 47 mIU/mL (참고치, 0.4~11.7) 난포자극호르몬 68 mIU/mL (참고치, 1~9.2) ","45,X","46,XX, 5p-","47,XX, +","47,XX, +","47,XXY",A,
342,doctor,2013,1,36,"35세 여자가 교통사고를 당하여 응급실에 실려왔다. 출혈로 인해 적혈구 수혈을 받은 지 20분 후발열, 오한, 어지러움, 두근거림이 생겼다. 혈압 80/60 mmHg, 맥박 120회/분, 호흡 24회/분, 체온38.5℃였다. 혈액검사 결과는 다음과 같았다. 진단은?젖산탈수소효소 323 U/L (참고치, 115~221),총빌리루빈 3.5 mg/dL,  간접빌리루빈 2.4 mg/dL, 프로트롬빈시간 21.2초(참고치, 12.7~15.4),활성화부분트롬보플라스틴시간 51.0초(참고치, 26.3~39.4) ",아나필락시스,이식편대숙주반응,급성용혈 수혈반응,지연용혈 수혈반응,발열비용혈(febrile nonhemolytic) 수혈반응,C,
343,doctor,2013,1,38,"58세 남자가 직장암으로 저위전방절제술을 받았다. 수술 후 5일째 미음을 먹던 중 배액관으로악취가 나는 삼출액이 관찰되었다. 혈압 130/85 mmHg, 맥박 80회/분, 호흡 18회/분, 체온 37.8℃였다.복부는 부드러웠으며, 왼쪽 아랫배에 경미한 압통이 있었으나 반동압통은 없었다. 복부 컴퓨터단층촬영에서 문합부 주위의 국소적 수액저류가 관찰되었다. 적합한 조치는?",금식과 정맥영양공급,스텐트삽입술,내시경 풍선확장술,복회음절제술(abdominoperineal resection),전체 잘록창자절제술(total colectomy),A,
344,doctor,2013,1,39,"37세 남자가 교통사고를 당한 후 의식을 잃고 응급실에 실려 왔다. 병원 후송 중 혈압이 측정되지않아서, 앰뷸런스 안에서 기도삽관과 심폐소생술을 받았다. 응급실 도착 후 심전도에서 심실세동(ventricular fibrillation) 이 관찰되었다. 치료는?",세동제거(defibrillation),아트로핀 투여,리도카인 투여,개흉심장마사지,심장 박동조율기(pacemaker) 삽입,A,
345,doctor,2013,1,40,"6개월 여아가 열이 있어 병원에 왔다. 하루 전 개량디티피(DTaP), 폴리오, B형 간염 예방접종을받았다. 콧물과 기침은 없었고, 약간 보채지만 먹는 양이 줄지 않았다. 체온 38.0℃, 호흡 30회/분이었다. 가슴청진에서 호흡음과 심음은 정상이었다. 적합한 처치는?",관찰,항생제,면역글로불린,항바이러스제,글루코코르티코이드,A,
346,doctor,2013,1,42,"역학 연구에 있어서 다음 설명에 해당하는 인과관계의 조건은?신체활동 부족이 심혈관질환 발생에 영향을 미친다는 사실은 여러 나라, 다양한 특성의 인구를대상으로 시행한 연구들에서 확인되었다. 또한 서로 다른 연구방법인 환자-대조군 연구와 코호트연구에서도 유사한 연관성이 관찰되었다.",특이성(specificity),일관성(consistency),기존의 다른 인과관계와의 유사성(analogy),양- 반응 관계(dose- response relationship),생물학적 설명가능성(biological plausibility),B,
347,doctor,2013,1,43,"사고의 원인을 사람(man), 기계(machine), 매체(media), 관리(management) 등 네가지 요인으로설명하여 잘 드러나지 않는 작업장의 사고 원인을 밝혀내는 데 유용한 이론은?",도미노 이론,다수요인 이론,인간요인 이론,하인리히 이론,신 도미노 이론,B,
348,doctor,2013,1,44,"삼염화페놀을 생산하는 공장에서 사고로 유해물질이 대기로 배출된 후 인근 주민에게서 염소여드름(chloracne) 의 발생이 증가하였고 추후에 수행한 역학연구에서 심혈관질환, 호흡기질환, 암으로 인한사망의 증가가 관찰되었다. 건강피해를 일으킨 원인물질은?",불산,수은,카드뮴,다이옥신,아황산가스,D,
349,doctor,2013,1,45,질병발생의 생태학적 모형 중에서 역학적 삼각형(epidemiologic triangle) 으로 가장 잘 설명할 수있는 질환은?,암,고혈압,심근경색증,세균성이질,류마티스관절염,D,
350,doctor,2013,1,46,비행기를 이용하여 매달 2회 이상의 해외출장을 지속적으로 다니는 사람은 일반 인구집단에 비해어떤 종류의 방사선에 더 많이 노출되는가?,X선,우주선,감마선,알파입자,베타입자,B,
351,doctor,2013,1,47,발암물질의 위해성을 관리할 때 초과발암 위해도가 일정 수준 이하면 어떤 역학적 방법으로도유의한 증가를 확인할 수 없기 때문에 무시 가능한 위해정도(de minimis risk) 로 간주하기도 한다.무시 가능한 위해정도로 간주하기 시작하는 초과발암 위해도는?,천명 중 1명,만명 중 1명,십만명 중 1명,백만명 중 1명,천만명 중 1명,D,
352,doctor,2013,1,48,약물의 잔류효과(carry-over effect) 에 따른 약물간 상호작용효과를 방지하기 위해 휴약기간(washout period) 을 확보해야 하는 임상시험 설계 방법은?,교차설계,블럭설계,요인설계,축차설계,평행설계,A,
353,doctor,2013,1,50,감염시작 시점부터 균 배출이 가장 많은 시점까지의 기간을 의미하며 격리기간을 정하는 데이용하는 것은?,세대기,잠복기,잠재기,증상발현기,불현성감염기,A,
354,doctor,2013,1,51,질병 및 사망 양상의 역학적 변천 단계 중 2000년 이후 우리나라에 해당하는 것은?,질병과 기근 시대,대유행의 감소 시대,만성퇴행성질환 시대,지연된 퇴행성질환의 시대,감염 및 기생충 질환의 출현 및 재출현 시대,E,
355,doctor,2013,1,52,산업안전보건법에 의해 실시하는 특수건강진단에서 2000년 이후 직업성질환 유소견자가 가장 많은질환은?,진폐증,납 중독,소음성난청,유기용제 중독,특정 화학물질 중독,C,
356,doctor,2013,1,53,만성질환에 대한 올바른 인식을 확산시키기 위해 2005년에 세계보건기구에서 제시한 내용으로옳은 것은?,주로 남성들에게 영향을 준다.,주로 고소득 국가에서 발생한다.,주로 고소득 계층 사람들에게 영향을 준다.,주요 만성질환에 대한 중재는 비용- 효과적이다.,주요 만성질환은 공통적인 위험요인을 갖고 있지 않다.,D,
357,doctor,2013,1,55,건물에서 화재가 났을 때 많이 발생하는 유해가스로 미토콘드리아의 시토크롬산화효소에 작용하여산소이용을 방해함으로써 독성을 나타내는 것은?,시안화물(cyanide),아르신가스(arsine),암모니아(ammonia),일산화탄소(carbon monoxide),황화수소(hydrogen sulfide),A,
358,doctor,2013,1,56,세계보건기구 산하 국제암연구기구(IARC) 에 의해 인체발암물질(group 1) 로 분류된 것은?,수은,톨루엔,카페인,간접흡연,휴대폰 전자파,D,
359,doctor,2013,1,57,여름철에 기온이 높고 바람이 없는 날이 여러 날 지속되고 있을 때 특히 오후 시간에 농도가높아질 것으로 예상되는 대기오염 물질은?,오존,미세먼지,아황산가스,이산화질소,일산화탄소,A,
360,doctor,2013,1,58,역학연구에서 질병의 원인을 규명하는데 가장 적합한 지표는?,치명률,상관계수,유의수준,회귀계수,비교위험도,E,
361,doctor,2013,1,59,"45세 남자가 1개월 전부터 지속된 양쪽 발가락의 무감각 및 최근 발생한 발의 근력 약화 때문에병원에 왔다. 제화 공장에서 접착제를 15년간 취급하였던 직업력이 있어 질병과 업무와의 관련성이의심되었다. 업무 중 노출된 물질을 평가하고자 할 때, 검사해야 할 대사산물은?",페놀(phenol),마뇨산(hippuric acid),만델산(mandelic acid),"2,5- 헥산디온(hexanedione)",메틸마뇨산(methylhippuric acid),D,
362,doctor,2013,1,60,2007년 국민건강영양조사 결과에 근거한 우리나라 국민의 식습관과 영양 섭취의 현황으로 옳은것은?,나트륨 섭취가 낮다.,모유 수유율이 높다.,아침식사 결식률이 낮다.,칼슘을 과다하게 섭취한다.,영양부족과 과잉섭취가 공존한다.,E,
363,doctor,2013,1,61,진료비 지불방법과 그 특성을 연결한 것으로 옳은 것은?,인두제 - 행정적 관리가 어렵다.,포괄수가제 - 환례(case) 수를 줄이려는 유인이 강하다.,총액예산제 - 고가 서비스에 대한 접근성이 좋다.,임의수가에 근거한 행위별수가제 - 위험환자를 회피하려는 유인이 적다.,고정수가를 가진 행위별수가제 - 과소 서비스로 인한 의료의 질 저하 가능성이 있다.,D,
364,doctor,2013,1,62,"광의의 의료 개념으로 사용하는 보건의료의 구성요소는 의과학과 의료체계, 그리고 무엇인가?",국가재정,사회보험,의료자원들의 조직,국민들의 의료수요에 맞는 의료자원,보건의료에 관계되는 행위자들의 행태,E,
365,doctor,2013,1,63,의료의 질 개선을 위한 제도적 접근으로 옳은 설명은?,구조 측면에서 환자만족도 조사 시행,구조 측면에서 임상진료지침의 개발과 보급,과정 측면에서 면허나 자격증을 가지고 있는 전문인력의 공급 여부를 관리,과정 측면에서 의료인들간의 상호감사를 통해 입원이나 재입원의 타당성 검토,결과 측면에서 의료이용도 조사 도입,D,
366,doctor,2013,1,64,우리나라 중앙보건행정조직의 소속기관에 해당하는 것은?,인천공항검역소,충청남도 복지환경국,경기도 연천군 보건의료원,전라남도 나주시 다시면 보건지소,전라북도 정읍시 감곡면 유정리 보건진료소,A,
367,doctor,2013,1,65,국민의료비 증가를 억제하려는 정부가 고려해야 할 내용으로 옳은 것은?,고령화로 인한 의료수요 증가는 불가피하기 때문에 급성병상의 증설을 고려한다.,소득증가에 따른 의료수요 증가는 자연스럽기 때문에 삼차 의료기관의 확대를 고려한다.,의료공급자에 의해 유발되는 의료수요 증가에 대하여 사전보상방식의 진료비 보상방식을 고려한다.,의료보험 확대에 따른 의료수요 증가에 대하여 진료비에 대한 본인부담의 축소나 면제를 고려한다.,고가의료장비 도입에 따른 생산비용 상승에 대하여 의료보험 확대를 고려한다.,C,
368,doctor,2013,1,66,우리나라 보건의료서비스 제공체계의 문제점은?,민간의료의 비중이 매우 높다.,환자들이 이차 의료기관 이용을 선호하고 있다.,"건강보험이 실시되었으나, 경제적 장벽이 줄어들지 않았다.",공공의료기관의 도시집중화로 의료이용의 형평에 문제를 야기했다.,병·의원에서 진료의뢰서를 발급받지 않으면 삼차 의료기관에서 진료받을 수 없다.,A,
369,doctor,2013,3,1,"28세 여자가 식후에 속이 불편해서 병원에 왔다. 1년 전부터 1주에 한두 번씩 명치부위가 콕콕쑤시고 윗배가 더부룩했다. 음식물이 역류하거나 속이 쓰리지는 않았다. 혈압 110/70 mmHg, 맥박66회/분, 호흡 18회/분, 체온 36.4℃였다. 복부에서 만져지는 덩이나 압통은 없었다. 식도위내시경검사결과는 정상이었다. 치료는?",딜티아젬(diltiazem),테오필린(theophylline),로페라미드(loperamide),콜레스티라민(cholestyramine),메토클로프라미드(metoclopramide),E,
370,doctor,2013,3,2,"72세 남자가 1시간 전부터 배가 매우 아파서 응급실에 왔다. 30년 전 충수염 수술을 받았고, 2년 전에심방세동을 진단받았지만 치료를 받지 않았다. 혈압 140/90 mmHg, 맥박 112회/분, 호흡 24회/분,체온 36.6℃였다. 장음은 들리지 않았다. 배는 부드러웠지만 배꼽 주위에 압통이 있었다. 혈액검사결과는 다음과 같았다. 검사는?적혈구 11.6 g/dL, 백혈구 10,780/mm^3 (중성구 68%), 혈소판 180,000/mm^3,혈액요소질소/크레아티닌 17/0.9 mg/dL, ",대장내시경,작은창자조영술,직장손가락검사,99mTc적혈구스캔(99mTc- labeled red cell scan),복부컴퓨터단층촬영,E,
371,doctor,2013,3,3,"30세 여자가 쉽게 피곤하고 오른쪽 윗배가 불편해서 병원에 왔다. 만성B형간염으로 2년 전부터항바이러스제를 복용하였다. 치료 반응은 좋았으나, 3개월 전 약제 복용을 자의로 중단하였다.간이 오른쪽 갈비 아래에서 두 손가락 너비로 만져졌으며 압통이 있었다. 혈액검사 결과는 다음과같았다. 검사는?아스파르테이트아미노전달효소 100 U/L, 알라닌아미노전달효소 140 U/L 총빌리루빈 1.5 mg/dL",HBsAg,anti- HBs,IgG anti- HBc,IgM anti- HBc,HBV DNA 정량검사,E,
372,doctor,2013,3,4,"62세 남자가 1년 전부터 대변을 보기 어려워서 병원에 왔다. 변은 딱딱했고 가끔 손가락으로파내기도 하였다. 일주일에 두 차례 변을 보고, 아랫배에 힘을 많이 주어야 배변이 가능하여 오랫동안 화장실에 있었다고 하였다. 배변 전후 복통은 없었다. 직장손가락검사에서 항문근육긴장도가증가되어 있었다. 대장내시경은 정상이었다. 잘록창자통과시간검사에서 잘록창자통과시간은 지연되어있었고, 표지자들이 모두 골반 내에 남아 있었다. 진단은?",골반저기능장애(pelvic floor dysfucntion),과민대장증후군,기능성소화불량,막힌고리증후군(blind loop syndrome),창자거짓막힘(intestinal pseudoobstruction),A,
373,doctor,2013,3,5,"50세 남자가 1개월 전부터 배가 불러 병원에 왔다. 양쪽 옆구리가 팽창되어 있었으며 이동둔탁음이있었다. 검사 결과는 다음과 같았다. 진단은?혈액: 백혈구 5,000/mm^3, 혈색소 13.0 g/dL, 혈소판 70,000/mm^3, 알부민 3.2 g/dL,복수: 백혈구 60/mm^3 (호중구 30%), 알부민 1.0 g/dL,아데노신탈아미노효소(ADA) 30 IU/L (참고치, <40) 소변: 백혈구 2/고배율시야, 적혈구 3/고배율시야, 단백질 (-) ",간경화증,결핵복막염,콩팥증후군,복막 암전이,이자복수,A,
374,doctor,2013,3,6,"35세 여자가 2주 전부터 쉽게 피로감을 느끼고 눈이 노래져 병원에 왔다. 손목 관절이 자주 아프고부었다고 하였다. 혈액검사 결과는 다음과 같았다. 간조직검사에서는 문맥 주위에 림프구 침윤이관찰되었다. 적합한 치료제는?아스파르테이트아미노전달효소 450 U/L, 알라닌아미노전달효소 500 U/L 총빌리루빈 1.5 mg/dL,  항핵항체 1:160 (참고치, <1:40), 균일한 염색(homogenous pattern) IgM anti-HAV(-), HBsAg(-), anti-HCV(-) ",글루코코르티코이드,우르소데옥시콜린산,라미부딘(lamivudine),펜톡시필린(pentoxifylline),페길레이티드 인터페론알파(pegylated interferon- ⍺),A,
375,doctor,2013,3,7,"50세 남자가 2일 전부터 배가 아프고 열이 난다며 병원에 왔다. 10년 동안 거의 매일 소주 한 병이상 마셨다고 하였다. 혈압 120/80 mmHg, 맥박 90회/분, 호흡 20회/분, 체온 38℃였고 공막에황달이 있었다. 장음은 들리지 않았고 양쪽 옆구리에 둔탁음과 이동둔탁음이 있었으며 복벽에전반적인 반동압통이 있었다. 혈액검사 결과는 다음과 같았다. 초음파검사에서 간경화와 복수가관찰되었다. 다음으로 시행할 검사는?백혈구 15,000/mm^3, 혈소판 54,000/mm^3, 총빌리루빈 4.0 mg/dL, 알부민 2.7 g/dL, 아스파르테이트아미노전달효소 260 U/L, 알라닌아미노전달효소 82 U/L 알칼리인산분해효소 96 U/L  , 감마글루타밀펩티드분해효소 620 U/L (참고치, 9~58) ",복강경,복수천자,식도위내시경,내시경역행쓸개이자조영술,99mTc- HIDA 간쓸개관동위원소스캔,B,
376,doctor,2013,3,8,"55세 여자가 피를 토해서 병원에 왔다. 전날 과식하고 속이 메스꺼워 구토를 여러 번 했다고하였다. 혈압 120/80 mmHg, 맥박 66회/분, 호흡 18회/분, 체온 36.4℃였다. 식도위내시경검사에서식도위연결부위에서 점막이 5 mm 정도 찢어져 있었고 노출된 혈관이나 출혈은 없었다. 혈액검사결과는 다음과 같았다. 처치는?혈색소 12.7 g/dL, 적혈구용적률 45.8%, 백혈구 8,500/mm^3, 혈소판 225,000/mm^3 ",경과관찰,밴드묶음술(band ligation),스텐트삽입술,위샘창자동맥색전술,아르곤플라즈마응고술,A,
377,doctor,2013,3,9,60세 남자가 대장내시경 검사에서 항문피부선(anal verge) 에서 10 cm 상방의 직장에 2 cm 크기의목없는 폴립이 발견되었다. 폴립절제술을 하기 위해 폴립 하부에 0.9% 식염수를 주입하였으나폴립이 들어 올려지지 않았다. 조직검사에서 샘암(adenocarcinoma) 이 진단되었다. 복부 컴퓨터단층촬영에서 원격전이는 발견되지 않았다. 치료는?,방사선치료,항암화학요법,저위전방절제술,항문경유 국소절제,대장내시경을 이용한 국소절제,C,
378,doctor,2013,3,10,저수지에 빠진 6세 소아가 구조되었다. 의식은 없었으며 몸은 차고 입술은 파랬다. 호흡은 있었으나맥박은 약하게 만져졌다. 이 아이에게서 병태생리적 변화 중 세포손상의 가장 중요한 원인은?,느린맥,산혈증,저혈압,저산소증,저체온증,D,
379,doctor,2013,3,11,"55세 남자가 어깨에 따끔거리면서 저린 듯한 통증이 심해져 응급실에 왔다. 비소세포폐암이어깨뼈에 전이되어 방사선치료를 받아 왔다. 2주 전부터 옥시코돈(oxycodone) 서방정 60 mg 하루2회, 아세트아미노펜 1,000 mg 하루 3회 복용하였으나 증상이 심해졌다. 옥시코돈을 더 많이 복용하였으나 효과는 없었다. 뼈 X선 사진에서 골절은 보이지 않았다. 적합한 약제는?",코데인(codeine),모르핀(morphine),트라마돌(tramadol),가바펜틴(gabapentin),펜타닐(fentanyl) 패취,D,
380,doctor,2013,3,12,19개월 남아가 양쪽 눈의 돌출과 눈 주위 반상출혈로 병원에 왔다. 배의 왼쪽에서 중앙선을넘어 오른쪽까지 덩이가 만져졌다. 배 컴퓨터단층촬영에서 왼쪽 콩팥을 아래로 누르는 큰 덩이가보였다. 진단과 치료 경과 평가를 위한 검사는?,혈청 페리틴,혈장 에피네프린,혈청 알파태아단백질,혈청 젖산탈수소효소,소변 바닐릴만델산,E,
381,doctor,2013,3,13,"모유를 먹는 13개월 여아가 창백하고 보채서 병원에 왔다. 혈액검사 결과는 다음과 같았다.트랜스페린 포화도(%) 는?혈색소 8.0 g/dL, 적혈구용적률 25%, 적혈구 2.2x10^6/mm^3, 그물적혈구 0.7%,철 40 ㎍/dL, 총철결합능 400 ㎍/dL, 페리틴 4.0 ng/mL,유리적혈구프로토포르피린 100 ㎍/dL",1,2,6,10,25,D,
382,doctor,2013,3,14,"57세 남자가 건강검진의 혈액검사 결과에 이상이 있어 병원에 왔다. 운동 중에 가슴통증이나호흡곤란은 없었다. 10년 전부터 혈압강하제를 복용하고 있었고, 흡연자였다. 심혈관질환의 가족력은없었다. 키 170 cm, 몸무게 74 kg이었다. 공복 혈액검사결과는 다음과 같았다. 치료는?총콜레스테롤 270 mg/dL,  중성지방 250 mg/dL,  고밀도지질단백콜레스테롤 48 mg/dL, 혈당 113 mg/dL,  당화혈색소 6.3% 아스파르테이트아미노전달효소 27 U/L, 알라닌아미노전달효소 28 U/L ",스타틴(statin),니코틴산(nicotinic acid),페노피브레이트(fenofibrate),콜레스티라민(cholestyramine),오메가- 3 지방산(omega- 3 fatty acid),A,
383,doctor,2013,3,15,"64세 남자가 1달 전부터 숨이 차서 병원에 왔다. 혈압 130/80 mmHg, 맥박 100회/분, 호흡 24회/분이었다. 목정맥이 늘어나 있었다. 청진에서 제3심음이 들렸고, 가슴 전체에서 거품소리가 들렸다.간비대와 양쪽 정강이의 오목부종이 있었다. 심초음파검사는 다음과 같았다. 장기 생존율을 높이는약제는?왼심실확장기말지름 6.8 cm (참고치, 4.2~5.9) 왼심실박출률 24% (참고치, ≥55) ",디곡신,이뇨제,도부타민,칼슘통로차단제,앤지오텐신전환효소억제제,E,
384,doctor,2013,3,16,38세 남자가 치과에서 임플란트 시술을 받을 예정이다. 3년 전 감염심내막염을 앓은 적이 있었다.페니실린 알레르기는 없다고 하였다. 예방적 조치는?,필요 없음,나프실린(nafcillin),아목시실린(amoxicillin),반코마이신(vancomycin),클린다마이신(clindamycin),C,
385,doctor,2013,3,17,"21세 남자가 스케이트보드를 타다가 넘어진 후 왼팔에 통증이 생겨서 병원에 왔다. 왼쪽 위팔의부종과 압통이 있었으며 엄지와 검지손가락 쪽 손등에 감각이 없었고, 왼쪽 손목처짐(wrist drop) 이있었다. 손상 받은 신경은?",자신경(ulnar nerve),노신경(radial nerve),정중신경(median nerve),근육피부신경(musculocutaneous nerve),갈비사이위팔신경(intercostobrachial nerve),B,
